date,side,raid_type,raid_minutes,entry_minutes,raid_depth_r,leg_bars,leg_size,leg_size_r,entry,stop,risk_pts,entry_inside_ib,entry_proj,stopped,max_proj,minutes_to_1x
2021-05-17,long,close_through,80,110,0.17535545023696683,2,14.0,0.13270142180094788,13250.75,13219.0,31.75,True,1.7857142857142858,True,3.017857142857143,5.0
2021-05-18,short,close_through,0,10,0.12424242424242424,1,5.75,0.0696969696969697,13373.25,13392.75,19.5,True,2.608695652173913,True,2.9130434782608696,5.0
2021-05-20,short,close_through,0,5,0.09236234458259325,1,11.25,0.07992895204262877,13419.5,13435.0,15.5,True,1.0888888888888888,True,1.4666666666666666,5.0
2021-05-21,long,close_through,5,125,0.7526595744680851,1,20.0,0.2127659574468085,13436.0,13405.25,30.75,False,1.2375,True,1.4875,5.0
2021-05-24,short,close_through,0,15,0.07253886010362694,2,11.5,0.07944732297063903,13633.25,13648.75,15.5,True,1.0434782608695652,True,1.065217391304348,5.0
2021-05-25,long,close_through,0,15,0.09090909090909091,1,32.25,0.3664772727272727,13674.0,13636.5,37.5,True,1.0852713178294573,True,1.4728682170542635,5.0
2021-05-26,short,close_through,20,50,0.17535545023696683,1,5.25,0.0995260663507109,13700.0,13718.0,18.0,True,2.1904761904761907,True,6.095238095238095,5.0
2021-05-27,short,close_through,0,20,0.31759656652360513,3,21.75,0.37339055793991416,13684.25,13720.75,36.5,True,1.4942528735632183,False,3.218390804597701,5.0
2021-05-28,short,close_through,70,165,0.5248618784530387,4,15.0,0.3314917127071823,13742.5,13763.5,21.0,False,1.0166666666666666,False,5.05,5.0
2021-06-01,long,close_through,20,65,0.2530329289428076,2,45.0,0.3119584055459272,13662.0,13592.25,69.75,True,1.0944444444444446,False,1.788888888888889,5.0
2021-06-02,short,sweep,10,20,0.07488986784140969,2,8.5,0.14977973568281938,13685.75,13712.75,27.0,True,2.0294117647058822,False,11.735294117647058,5.0
2021-06-02,long,close_through,170,240,0.8546255506607929,2,25.5,0.44933920704845814,13631.5,13603.25,28.25,False,1.0098039215686274,False,2.8333333333333335,5.0
2021-06-04,short,close_through,15,270,0.22719449225473323,5,7.75,0.05335628227194492,13772.25,13783.75,11.5,False,1.3225806451612903,False,3.3870967741935485,5.0
2021-06-07,short,sweep,150,155,0.028846153846153848,1,6.25,0.1201923076923077,13754.0,13766.0,12.0,True,1.64,True,5.04,5.0
2021-06-08,long,close_through,0,15,0.1455026455026455,2,16.5,0.1746031746031746,13830.0,13809.0,21.0,True,1.1515151515151516,True,1.6666666666666667,5.0
2021-06-09,long,sweep,85,100,0.10126582278481013,1,14.5,0.18354430379746836,13848.0,13817.25,30.75,True,1.2758620689655173,True,3.2241379310344827,5.0
2021-06-11,long,close_through,15,45,0.2033898305084746,2,23.25,0.5254237288135594,13962.5,13932.25,30.25,True,1.075268817204301,False,2.5698924731182795,5.0
2021-06-14,short,close_through,90,275,0.3385093167701863,1,8.5,0.10559006211180125,14051.5,14064.75,13.25,False,1.4705882352941178,True,2.2941176470588234,5.0
2021-06-15,long,close_through,10,285,0.7873134328358209,1,18.75,0.2798507462686567,14026.0,14002.75,23.25,False,1.1733333333333333,True,1.3066666666666666,5.0
2021-06-16,long,close_through,60,120,1.2535211267605635,1,15.75,0.29577464788732394,14003.25,13975.75,27.5,False,1.1904761904761905,True,3.492063492063492,5.0
2021-06-17,short,close_through,0,80,0.5775075987841946,1,6.75,0.041033434650455926,14166.25,14191.5,25.25,False,3.037037037037037,True,18.77777777777778,5.0
2021-06-18,long,close_through,40,65,0.39655172413793105,2,26.5,0.3045977011494253,14053.0,14010.0,43.0,True,1.4339622641509433,False,3.556603773584906,5.0
2021-06-21,short,close_through,5,60,0.4451345755693582,2,25.5,0.2111801242236025,14094.5,14133.0,38.5,False,1.107843137254902,True,1.2058823529411764,5.0
2021-06-22,short,sweep,0,5,0.11552346570397112,1,3.0,0.04332129963898917,14166.0,14184.75,18.75,True,1.25,True,7.75,5.0
2021-06-23,long,close_through,30,70,0.06072874493927125,2,25.75,0.41700404858299595,14280.75,14250.25,30.5,True,1.0970873786407767,True,1.4660194174757282,5.0
2021-06-24,short,close_through,0,15,0.13865546218487396,2,5.0,0.08403361344537816,14398.5,14411.75,13.25,True,1.85,True,5.85,5.0
2021-06-24,long,close_through,170,220,0.2815126050420168,4,28.75,0.4831932773109244,14364.25,14327.25,37.0,True,1.017391304347826,False,1.565217391304348,5.0
2021-06-28,short,sweep,5,25,0.06575342465753424,1,8.0,0.08767123287671233,14460.0,14488.0,28.0,True,2.375,True,3.0,5.0
2021-06-29,short,close_through,15,240,0.559322033898305,1,11.25,0.1906779661016949,14546.5,14562.5,16.0,False,1.1111111111111112,True,2.5555555555555554,5.0
2021-06-30,short,sweep,30,70,0.08056872037914692,2,25.25,0.4786729857819905,14542.75,14576.75,34.0,True,1.0495049504950495,False,2.01980198019802,5.0
2021-06-30,long,sweep,120,300,0.02843601895734597,3,29.25,0.5545023696682464,14558.5,14518.25,40.25,True,1.0598290598290598,False,1.452991452991453,5.0
2021-07-01,long,close_through,35,215,0.5967741935483871,6,54.0,0.8709677419354839,14538.0,14471.0,67.0,True,1.0509259259259258,False,1.3333333333333333,5.0
2021-07-02,short,close_through,80,260,0.7119565217391305,3,7.0,0.15217391304347827,14686.0,14698.0,12.0,False,1.6785714285714286,True,1.6785714285714286,5.0
