date,range_name,model,side,penetration_pts,penetration_atr,disp_ratio,range_width,rr1.3->mid,extreme->mid,proj25->mid,proj50->mid,rr1.3->opp,extreme->opp,proj25->opp,proj50->opp,extreme 50@q25/50@mid,extreme 50@mid/50@opp,extreme 50@1R/50@2R,proj25 50@q25/50@mid,proj25 50@mid/50@opp,proj25 50@1R/50@2R,proj50 50@q25/50@mid,proj50 50@mid/50@opp,proj50 50@1R/50@2R
2021-05-26,6am,retest,short,6.25,1.9021739130434783,0.3389830508474576,17.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-26,6am,failure,short,3.75,1.2138728323699421,1.1864406779661016,17.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-26,6am,failure,long,0.75,0.18181818181818182,0.8602150537634408,17.75,1.2999999999998668,11.833333333333334,2.0,1.0,1.30000000000004,-1.0,-1.0,2.0,8.875,5.916666666666667,1.5,1.5,1.0,1.5,0.75,0.5,0.5
2021-05-26,7am,failure,long,2.25,0.4666666666666667,6.212121212121213,31.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-27,6am,retest,short,3.5,1.3243243243243243,3.4234234234234235,29.5,1.2999999999999519,4.214285714285714,2.0,1.0,-1.0,-1.0,-1.0,-1.0,3.1607142857142856,2.107142857142857,0.5,1.5,1.0,1.5,0.75,0.5,0.5
2021-05-27,7am,retest,long,3.25,0.728,1.8357487922705316,35.0,1.2999999999999459,-1.0,-1.0,1.0,1.3000000000000338,-1.0,-1.0,2.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,0.75,0.5,0.5
2021-05-31,6am,retest,short,4.75,2.180327868852459,1.8181818181818181,21.75,1.2999999999999783,2.289473684210526,2.0,1.0,1.2999999999999783,4.578947368421052,4.0,2.0,0.5723684210526315,3.4342105263157894,0.5,0.5,3.0,0.5,0.25,1.5,1.5
2021-05-31,6am,failure,short,1.25,0.7777777777777778,1.0389610389610389,21.75,1.2999999999999783,8.7,2.0,1.0,1.2999999999999783,-1.0,4.0,2.0,6.525,4.35,1.5,1.5,1.0,1.5,0.75,0.5,0.5
2021-05-31,7am,retest,short,3.5,1.6065573770491806,1.8181818181818181,12.0,1.2999999999999605,1.7142857142857142,2.0,1.0,1.2999999999999605,3.4285714285714284,4.0,2.0,1.2857142857142858,0.8571428571428571,1.5,1.5,1.0,1.5,0.75,0.5,0.5
2021-05-31,7am,retest,long,4.5,2.597938144329897,1.0344827586206897,12.0,1.2999999999999605,1.3333333333333333,2.0,1.0,1.2999999999999605,2.6666666666666665,4.0,2.0,1.0,0.6666666666666666,1.5,1.5,1.0,1.5,0.75,0.5,0.5
